adsorption_measurement/adsorption_energy,adsorption_measurement/doi,adsorption_measurement/external_note,adsorption_measurement/internal_note,adsorption_measurement/is_most_stable_site,adsorption_measurement/method/software,adsorption_measurement/method/exchange_correlation,adsorption_measurement/method/basis_set,adsorption_measurement/method/potentials,adsorption_measurement/method/is_spin_polarization,adsorption_measurement/method/is_zero_point_energy,adsorption_measurement/method/is_fixed_substrate,adsorption_measurement/bulk_surface_property_set/is_stretched,adsorption_measurement/bulk_surface_property_set/is_compressed,adsorption_measurement/bulk_surface_property_set/nano_number_of_atoms,adsorption_measurement/bulk_surface_property_set/termination,adsorption_measurement/bulk_surface_property_set/space_group,adsorption_measurement/bulk_surface_property_set/bulk_surface_material/name,adsorption_measurement/bulk_surface_property_set/primary_bulk_class/name,adsorption_measurement/bulk_surface_property_set/secondary_bulk_class,adsorption_measurement/bulk_surface_property_set/lattice_constant/lattice_constant_1,adsorption_measurement/bulk_surface_property_set/lattice_constant/lattice_constant_2,adsorption_measurement/bulk_surface_property_set/lattice_constant/lattice_constant_3,adsorption_measurement/bulk_surface_property_set/first_layer_composition,adsorption_measurement/bulk_surface_property_set/second_layer_composition,adsorption_measurement/bulk_surface_property_set/facet/name,adsorption_measurement/bulk_surface_property_set/cell_symmetry/name,adsorption_measurement/adsorbate_fraction/fraction,adsorption_measurement/adsorbate_fraction/numeric,adsorption_measurement/adsorbate_fraction/unit,adsorption_measurement/adsorbate_species/formula,adsorption_measurement/adsorbate_species/smiles,adsorption_measurement/adsorbate_species/name,adsorption_measurement/adsorbate_species/molecular_formula,adsorption_measurement/adsorbate_species/connectivity_smiles,adsorption_measurement/adsorption_site/site_name,adsorption_measurement/approver,adsorption_measurement/adsorption_reference_species_set/0/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/0/species/formula,adsorption_measurement/adsorption_reference_species_set/0/species/smiles,adsorption_measurement/adsorption_reference_species_set/0/species/name,adsorption_measurement/adsorption_reference_species_set/0/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/0/species/connectivity_smiles,adsorption_measurement/emn_user/first_name,adsorption_measurement/emn_user/last_name,adsorption_measurement/emn_user/affiliation,adsorption_measurement/emn_user/email,adsorption_measurement/adsorption_site,adsorption_measurement/bulk_surface_property_set/lattice_constant,adsorption_measurement/bulk_surface_property_set/secondary_bulk_class/name,adsorption_measurement/adsorption_reference_species_set/1/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/1/species/formula,adsorption_measurement/adsorption_reference_species_set/1/species/smiles,adsorption_measurement/adsorption_reference_species_set/1/species/name,adsorption_measurement/adsorption_reference_species_set/1/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/1/species/connectivity_smiles,adsorption_measurement/bulk_surface_property_set/first_layer_composition/name,adsorption_measurement/bulk_surface_property_set/second_layer_composition/name,adsorption_measurement/bulk_surface_property_set/facet,adsorption_measurement/adsorption_reference_species_set/2/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/2/species/formula,adsorption_measurement/adsorption_reference_species_set/2/species/smiles,adsorption_measurement/adsorption_reference_species_set/2/species/name,adsorption_measurement/adsorption_reference_species_set/2/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/2/species/connectivity_smiles,adsorption_measurement/bulk_surface_property_set/cell_symmetry,adsorption_measurement/adsorption_reference_species_set/3/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/3/species/formula,adsorption_measurement/adsorption_reference_species_set/3/species/smiles,adsorption_measurement/adsorption_reference_species_set/3/species/name,adsorption_measurement/adsorption_reference_species_set/3/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/3/species/connectivity_smiles
-1.24,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Co3Pt,,Co3Pt,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
-0.69,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CH2O,C=O,formaldehyde,CH2O,[CH2][O],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-0.68,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pt,,Pt,transition metal,,,,,,,(111),3x3,1/9,0.1111,Pt,CH2O,C=O,formaldehyde,CH2O,[CH2][O],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-0.43,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,CH2,[CH2],methylene,CH2,[CH2],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,2,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-4.07,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,CH3CH2OH,CCO,ethanol,C2H6O,CCO,terrace,,2,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,4,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-4.17,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CH3CH2OH,CCO,ethanol,C2H6O,CCO,terrace,,2,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,4,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-3.16,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,CH3CHO,CC=O,acetaldehyde,C2H4O,C[CH][O],terrace,,2,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,3,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-2.42,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,CH3CO,C[C]=O,,C2H3O,C[C][O],terrace,,2,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,2.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-1.47,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,CH3O,C[O],methoxy,CH3O,C[O],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-1.15,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CH3O,C[O],methoxy,CH3O,C[O],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-1.55,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,CH3,[CH3],methyl,CH3,[CH3],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,2.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
0.3,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,HCOH,[CH]O,hydroxymethyn,CH2O,[CH]O,terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-1.02,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,HCOH,[CH]O,hydroxymethyn,CH2O,[CH]O,terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
0.21,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,CHO,[CH]=O,formyl,CHO,[CH][O],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,0.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-0.93,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CHO,[CH]=O,formyl,CHO,[CH][O],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,0.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-1.72,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Rh,Fm3m,Rh,transition metal,,,,,,,(111),3x3,1/9,0.1111,Rh,CH,[CH],methyn,CH,[CH],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,1.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
0.35,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,CH,[CH],methyn,CH,[CH],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,1.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
0.33,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),3x3,1/9,0.1111,Cu,OH,[OH],hydroxyl,HO,[OH],terrace,,1,H2O,O,water,H2O,O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-0.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-1.14,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,CoPt,,CoPt,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
0.06,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,CoPt,,CoPt,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,OH,[OH],hydroxyl,HO,[OH],,,1,H2O,O,water,H2O,O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,-0.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-0.3,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Co3Fe,,Co3Fe,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,OH,[OH],hydroxyl,HO,[OH],,,1,H2O,O,water,H2O,O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,-0.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-1.42,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CH2,[CH2],methylene,CH2,[CH2],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,2,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-3.59,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CH3CHOH,C[CH]O,,C2H5O,C[CH]O,terrace,,2,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,3.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-3.17,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CH3CHO,CC=O,acetaldehyde,C2H4O,C[CH][O],terrace,,2,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,3,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-2.13,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CH3,[CH3],methyl,CH3,[CH3],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,2.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-2.14,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CHCO,[O]C#C,,C2HO,[O][C][CH],terrace,,2,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,1.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-1.37,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CH,[CH],methyn,CH,[CH],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-1,H2O,O,water,H2O,O,,,,1.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,
-1.74,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,CO,[C]#[O],carbon monoxide,CO,[C][O],terrace,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
0.64,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Pd,,Pd,transition metal,,3.99,,,,,(111),3x3,1/9,0.1111,Pd,OH,[OH],hydroxyl,HO,[OH],terrace,,1,H2O,O,water,H2O,O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,-0.5,H2,[H][H],hydrogen,H2,[H][H],,,,,,,,,,,,,,,,
-1.63,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Co3Fe,,Co3Fe,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
-1.63,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,CoFe,,CoFe,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
-1.38,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Co3Cu,,Co3Cu,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
-1.26,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,CoCu,,CoCu,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
-1.27,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu3Co,,Cu3Co,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
-0.96,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu3Ni,,Cu3Ni,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
-1.5,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,CuNi,,CuNi,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
-0.96,10.1021/acscatal.8b00201,,The original Rh data for this paper is from another Norskov paper. We may want to go back and regroup that -- https://dx.doi.org/10.1021/jacs.5b12087. The reference species are inferred based on the reported gas phase energies for this paper,true,Quantum ESPRESSO,BEEF-vdW,plane wave,projector augmented wave,,,false,false,false,,Cu3Fe,,Cu3Fe,transition metal,,,,,,,(111),2x2,1/4,0.25,surface atom,CO,[C]#[O],carbon monoxide,CO,[C][O],,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,bulk alloy,,,,,,,,,,,,,,,,,,,,,,
